pair_ID	sentence_A	sentence_B	entailment_label
7286	The elderly lady is anxiously waiting on the sidewalk	The elderly lady is waiting on the sidewalk	ENTAILMENT
7287	The elderly lady is not waiting on the sidewalk	The elderly lady is waiting on the sidewalk	CONTRADICTION
7288	The elderly lady is waiting on the sidewalk	The elderly person is waiting a lady on the sidewalk	NEUTRAL
7289	The elderly lady is anxiously waiting on the sidewalk	A woman in a fur hat and fur coat is standing outside a building	NEUTRAL
7290	The elderly lady is not waiting on the sidewalk	A woman in a fur hat and fur coat is standing outside a building	NEUTRAL
7291	The elderly person is waiting a lady on the sidewalk	A woman in a fur hat and fur coat is standing outside a building	NEUTRAL
7292	The elderly lady is waiting on the sidewalk	A lady in a fur hat and fur coat is standing outside a building	NEUTRAL
7293	The elderly lady is waiting on the sidewalk	A woman in a fur hat and fur coat is sitting outside a building	NEUTRAL
7294	A woman in a fur hat and fur coat is standing outside a building	The elderly lady is waiting on the sidewalk	NEUTRAL
7295	A young child is running down a gravel road that is covered with dead leaves	A young child is running down a road made of gravel that is covered with dead leaves	ENTAILMENT
7296	A young child is running down a gravel road that is covered with dead leaves	A young child is lying down on a gravel road that is covered with dead leaves	NEUTRAL
7297	One young child is running outside over some fallen leaves	A young child is running outside over the fallen leaves	ENTAILMENT
7298	There is no young child running outside over the fallen leaves	A young child is running outside over the fallen leaves	CONTRADICTION
7299	One young child is running outside over some fallen leaves	A young child is running down a gravel road that is covered with dead leaves	NEUTRAL
7300	There is no young child running outside over the fallen leaves	A young child is running down a gravel road that is covered with dead leaves	CONTRADICTION
7301	A young child is running down a road made of gravel that is covered with dead leaves	A young child is running outside over the fallen leaves	ENTAILMENT
7302	A young child is running outside over the fallen leaves	A young child is lying down on a gravel road that is covered with dead leaves	NEUTRAL
7303	A young child is running down a gravel road that is covered with dead leaves	A young child is running outside over the fallen leaves	ENTAILMENT
7304	The man in the straw hat is smoking a cigarette	A cigarette is being smoked by the man in the straw hat	ENTAILMENT
7305	The man in the straw hat is not smoking a cigarette	The man in the straw hat is smoking a cigarette	CONTRADICTION
7306	The man in the hat is smoking a straw cigarette	The man in the straw hat is smoking a cigarette	NEUTRAL
7307	A man is wearing a straw hat and smoking a cigarette	A person is wearing a straw hat and smoking a cigarette	ENTAILMENT
7308	There is no man wearing a straw hat who is smoking a cigarette	A man is wearing a straw hat and smoking a cigarette	CONTRADICTION
7309	The man in the straw hat is smoking a cigarette	A person is wearing a straw hat and smoking a cigarette	ENTAILMENT
7310	There is no man wearing a straw hat who is smoking a cigarette	The man in the straw hat is smoking a cigarette	CONTRADICTION
7311	A cigarette is being smoked by the man in the straw hat	A man is wearing a straw hat and smoking a cigarette	ENTAILMENT
7312	The man in the straw hat is not smoking a cigarette	A man is wearing a straw hat and smoking a cigarette	CONTRADICTION
7313	The man in the hat is smoking a straw cigarette	A man is wearing a straw hat and smoking a cigarette	NEUTRAL
7314	A man is wearing a straw hat and smoking a cigarette	The man in the straw hat is smoking a cigarette	ENTAILMENT
7315	A man is wearing a blue checkered shirt and cheerfully riding a unicycle in the street	A man is wearing a blue checkered shirt and riding a unicycle in the street	ENTAILMENT
7316	A man is wearing a blue checkered shirt and riding a unicycle in the street	A man is standing shirtless in the street	NEUTRAL
7317	A man is wearing a long sleeved blue shirt and jeans and is riding a unicycle down a street	A man is wearing a blue shirt which has long sleeves and jeans and is riding a unicycle down a street	ENTAILMENT
7318	There is no man wearing a long sleeved blue shirt and jeans and riding a unicycle down a street	A man is wearing a long sleeved blue shirt and jeans and is riding a unicycle down a street	CONTRADICTION
7319	A man is wearing a blue shirt which has long sleeves and jeans and is riding a unicycle down a street	A man is wearing a blue checkered shirt and riding a unicycle in the street	NEUTRAL
7320	A man is wearing a blue checkered shirt and riding a unicycle in the street	There is no man wearing a long sleeved blue shirt and jeans and riding a unicycle down a street	CONTRADICTION
7321	A man is wearing a long sleeved blue shirt and jeans and is riding a unicycle down a street	A man is wearing a blue checkered shirt and cheerfully riding a unicycle in the street	NEUTRAL
7322	A man is standing shirtless in the street	A man is wearing a long sleeved blue shirt and jeans and is riding a unicycle down a street	NEUTRAL
7323	A man is wearing a long sleeved blue shirt and jeans and is riding a unicycle down a street	A man is wearing a blue checkered shirt and riding a unicycle in the street	NEUTRAL
7324	Three men are staring at the big green hills in the distance	Some men are staring at the big green hills in the distance	ENTAILMENT
7325	Three men are staring at the big green hills in the distance	Three men are not staring at the big green hills in the distance	CONTRADICTION
7326	Some men in the distance are staring at three big hills	Three men are staring at the big green hills in the distance	NEUTRAL
7327	Three men are looking absent mindedly into the distance	Three men are looking into the distance	ENTAILMENT
7328	Three men are looking into the distance	Three men are looking at something nearby	NEUTRAL
7329	Three men are looking absent mindedly into the distance	Three men are staring at the big green hills in the distance	NEUTRAL
7330	Three men are staring at the big green hills in the distance	Three men are looking at something nearby	NEUTRAL
7331	Some men are staring at the big green hills in the distance	Three men are looking into the distance	NEUTRAL
7332	Three men are not staring at the big green hills in the distance	Three men are looking into the distance	NEUTRAL
7333	Three men are looking into the distance	Some men in the distance are staring at three big hills	NEUTRAL
7334	Three men are staring at the big green hills in the distance	Three men are looking into the distance	ENTAILMENT
7335	A mountain is being climbed by two men	The men are climbing a mountain	ENTAILMENT
7336	The men are not climbing a mountain	The men are climbing a mountain	CONTRADICTION
7337	One man is climbing a rock wall and another man is holding a rope	One man is climbing a wall made of rock and another man is holding a rope	ENTAILMENT
7338	One man is jumping off a rock wall and another man is dropping a rope	One man is climbing a rock wall and another man is holding a rope	NEUTRAL
7339	One man is climbing a rock wall and another man is holding a rope	One climber is holding a rock and another man is roping a wall	NEUTRAL
7340	The men are climbing a mountain	One man is climbing a wall made of rock and another man is holding a rope	NEUTRAL
7341	One man is jumping off a rock wall and another man is dropping a rope	The men are climbing a mountain	NEUTRAL
7342	The men are climbing a mountain	One climber is holding a rock and another man is roping a wall	NEUTRAL
7343	A mountain is being climbed by two men	One man is climbing a rock wall and another man is holding a rope	NEUTRAL
7344	One man is climbing a rock wall and another man is holding a rope	The men are not climbing a mountain	NEUTRAL
7345	One man is climbing a rock wall and another man is holding a rope	The men are climbing a mountain	NEUTRAL
7346	Two children are playing on a statue	Some children are playing on a statue	ENTAILMENT
7347	Two children are playing on a statue	There are no children playing on a statue	CONTRADICTION
7348	Small kids are climbing a statue in a park	Small children are climbing a statue in a park	ENTAILMENT
7349	Small children are getting off a statue in a park	Small children are climbing a statue in a park	NEUTRAL
7350	A climber is parking with the children by a small statue	Small children are climbing a statue in a park	NEUTRAL
